*** TrackerPO PO General Search Export *** REPORT produced on: 2025-08-20 19:13:48 (GMT),,,,,,,,,,,,,
*** Search Selection:  Where ICS_TrackerPO_POMain.JobNo like '5772%',,,,,,,,,,,,,,
Job No.,PO Number,Generation Date,Requestor,Sub Cost Code,Def. Contr./Extra,Vendor,WO/PMO,Cost Center,Sub CC,SubSub CC,Est. PO Value,PO Status, PO Comments,Invoice/Ticket,Inv. Date,Contract/Extra,Line Item Value,FTO Sent Date,FTO Ret. Date, BB Date,Material Description,Comments,
5772,5772.1122 (Active),2025-08-08,"Fleming, Katelynn",0000,Contract,"Sunbelt Supply Company","",3000,0000,,76.00,Active,"Dow Beaumont Aniline",3620049-00,2025-08-11,Contract,76.00,0000-00-00,2025-08-12,0000-00-00,"","",
5772,5772.1123 (VOID),2025-08-11,"Fleming, Katelynn",0000,Contract,"Brock","",4000,0000,,7296.00,VOID,"Dow Beaumont Aniline Field Paint - Proposal NO: BSL026277 (REV1) - Invoiced on 5772.1005",,,,,,,,"","",
5772,5772.1124 (Active),2025-08-11,"Foston, Andrew",0000,Contract,"Buc-ee's","",3000,0000,,40.00,Active,"Fuel - Appr 055057",055057,2025-08-11,Contract,40.00,--,2025-08-11,0000-00-00,"","",
5772,5772.1125 (Active),2025-08-12,"Fleming, Katelynn",0000,Contract,"Brazoria Valve & Fitting","",3000,0000,,869.04,Active,"Dow Beaumont Aniline - Quote Number: 1204175 - Rev.1 Invoice No: 1212386 & 1212387",,,,,,,,"","",
5772,5772.1126 (Active),2025-08-13,"Fleming, Katelynn",0000,Contract,"Brazos Fasteners","",3000,0000,,7.70,Active,"Dow Beaumont Aniline - ORDER NO. 491622",491622,2025-08-15,Contract,7.70,0000-00-00,2025-08-18,0000-00-00,"","",
5772,5772.1126 (Active),2025-08-13,"Fleming, Katelynn",0000,Contract,"Brazos Fasteners","",3000,0000,,7.70,Active,"Dow Beaumont Aniline - ORDER NO. 491622",491789,2025-08-15,Contract,18.06,0000-00-00,2025-08-18,0000-00-00,"","",
5772,5772.1127 (Active),2025-08-13,"Fleming, Katelynn",0000,Contract,"Lamons","",3000,0000,,173.52,Active,"Dow Beaumont Aniline RFI-010 - Estimate 4730029597",IF0000128600,2025-08-14,Contract,173.52,0000-00-00,2025-08-18,0000-00-00,"","",
5772,5772.1128 (Active),2025-08-13,"Fleming, Katelynn",0000,Contract,"Wolseley Industrial Group","",3000,0000,,483.96,Active,"Dow Beaumont Aniline RFI-010 - Bid No: B096346 - Order No: 7373554",7373554,2025-08-18,Contract,483.96,0000-00-00,2025-08-18,0000-00-00,"","",
5772,5772.1129 (Active),2025-08-13,"Fleming, Katelynn",5005,Overhead,"Gas & Supply","",5000,5005,,114.02,Active,"Dow Beaumont Aniline ***Non-Reimbursable*** - Order 10265485_00",39547190,2025-08-13,Overhead,114.02,--,2025-08-14,0000-00-00,"","",
5772,5772.1130 (Active),2025-08-13,"Fleming, Katelynn",0000,Contract,"Brazos Fasteners","",3000,0000,,2327.04,Active,"Dow Beaumont Aniline - QUOTE NO. 491644",,,,,,,,"","",
5772,5772.1131 (VOID),2025-08-18,"Fleming, Katelynn",0000,Contract,"Brazoria Valve & Fitting","",3000,0000,,284.00,VOID,"Dow Beaumont Aniline - Quote Number: 1205189 - Use PO 5772.1132",,,,,,,,"","",
5772,5772.1132 (Active),2025-08-18,"Fleming, Katelynn",0000,Contract,"Brazoria Valve & Fitting","",3000,0000,,228.71,Active,"Dow Beaumont Aniline - Quote Number: 1205189 - Order Number: 1155951 - Delivery Number: 1209560",,,,,,,,"","",
5772,5772.1133 (Active),2025-08-19,"Reed, Ashley",0000,Contract,"White Cap","",3000,0000,,280.00,Active,"Beaumont - ",,,,,,,,"","",
	
	
